client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion,final_time
Nevado-Duarte,Van,Baró de Viver,2022-04-11 12:04:17,38.26,0.42,D9,False,08029,Cafe/Restaurant,Street level,Key Account,7,0.34768961120111896,0.2323103887988811,352.8788114346515
Nevado-Duarte,Combi,Baró de Viver,2022-02-06 13:44:52,117.45,0.95,D9,True,08029,Cafe/Restaurant,Street level,Key Account,19,0.0348447026094507,0.015155297390549341,859.6607811349439
Nevado-Duarte,Van,Zona Franca,2022-03-11 16:45:15,106.71,0.62,D9,False,08029,Cafe/Restaurant,Street level,Key Account,14,0.01994179783522674,0.36005820216477324,551.5296810453734
"Revilla, Navas and Llopis",Van,Zona Franca,2022-05-08 16:39:47,74.43,0.97,D9,False,08031,Cafe/Restaurant,Street level,Regular,12,0.008619957119056531,0.021380042880943494,406.7696507779881
"Revilla, Navas and Llopis",Van,Baró de Viver,2022-02-19 19:45:49,54.67,0.86,D9,False,08031,Cafe/Restaurant,Street level,Regular,5,0.09021428987532529,0.049785710124674726,360.1465384681801
Gomis Inc,Truck,Baró de Viver,2022-02-25 10:16:13,58.11,0.56,D9,False,08023,Cafe/Restaurant,Street level,Key Account,10,0.14544696025941742,0.29455303974058256,451.59051175204775
Gomis Inc,Truck,Zona Franca,2022-05-06 09:40:41,57.19,0.84,D9,False,08023,Cafe/Restaurant,Street level,Key Account,9,0.0806476394250045,0.07935236057499553,494.82591842083536
Borrás-Samper,Van,Baró de Viver,2022-04-23 13:14:05,13.96,0.43,D9,True,08009,Hotels,Street level,Key Account,2,0.2454143163835989,0.32458568361640117,230.20987559089605
Borrás-Samper,Truck,Zona Franca,2022-04-15 11:00:55,22.69,0.44,D9,False,08009,Hotels,Street level,Key Account,4,0.03981440625642886,0.5201855937435712,223.0467344464333
"Cabo, Estevez and Martin",Truck,Zona Franca,2022-02-02 17:27:27,106.98,0.42,D9,False,08030,Cafe/Restaurant,Street level,Regular,9,0.4447236634759836,0.1352763365240165,424.6337037295951
"Cabo, Estevez and Martin",Combi,Baró de Viver,2022-03-19 16:05:38,99.8,0.74,D9,False,08030,Cafe/Restaurant,Street level,Regular,19,0.1336213817004533,0.12637861829954672,420.1122786788877
"Cabo, Estevez and Martin",Combi,Zona Franca,2022-01-05 14:19:31,22.55,0.73,D9,True,08030,Cafe/Restaurant,Street level,Regular,4,0.0990733299160188,0.1709266700839812,330.5899066694193
"Alvarado, Gascón and Arana",Van,Zona Franca,2022-05-11 17:54:59,112.19,0.79,D9,False,08020,Hotels,Street level,Regular,13,0.06627279732502683,0.14372720267497313,525.3962681721837
"Alvarado, Gascón and Arana",Combi,Baró de Viver,2022-01-24 16:52:21,55.93,0.46,D9,False,08020,Hotels,Street level,Regular,9,0.3568609826422447,0.18313901735775534,312.6890080086461
"Alvarado, Gascón and Arana",Van,Baró de Viver,2022-02-12 13:29:30,64.57,0.69,D9,False,08020,Hotels,Street level,Regular,5,0.13588010132382364,0.17411989867617642,234.8480377681385
"Alvarado, Gascón and Arana",Truck,Zona Franca,2022-04-04 15:23:57,115.51,0.83,D9,True,08020,Hotels,Street level,Regular,9,0.011846956693560423,0.15815304330643962,609.5298370077887
"Alvarado, Gascón and Arana",Combi,Baró de Viver,2022-03-26 14:01:39,71.6,0.52,D9,False,08020,Hotels,Street level,Regular,6,0.37875228577681774,0.10124771422318224,291.2263996574027
"Peinado, Cuervo and Vidal",Van,Zona Franca,2022-01-07 10:54:19,84.33,0.99,D9,True,08033,Cafe/Restaurant,Ground Floor,Regular,8,0.0013699700355066003,0.008630029964493408,738.4956997746899
"Peinado, Cuervo and Vidal",Van,Zona Franca,2022-02-02 11:00:40,107.76,0.61,D9,False,08033,Cafe/Restaurant,Ground Floor,Regular,10,0.13111145144589992,0.2588885485541001,510.04746384616993
"Peinado, Cuervo and Vidal",Van,Zona Franca,2022-01-19 14:04:28,55.51,0.5,D9,False,08033,Cafe/Restaurant,Ground Floor,Regular,7,0.17482139417566367,0.32517860582433633,527.3845099558893
"Peinado, Cuervo and Vidal",Van,Baró de Viver,2022-02-28 15:43:45,88.94,0.47,D9,False,08033,Cafe/Restaurant,Ground Floor,Regular,8,0.3315442148742823,0.1984557851257177,339.3640263146759
Somoza Ltd,Combi,Zona Franca,2022-02-04 20:40:25,101.24,0.42,D9,False,08014,Cafe/Restaurant,Ground Floor,Regular,11,0.3114939572439262,0.26850604275607387,356.4582725495405
Vilar PLC,Van,Zona Franca,2022-03-19 19:13:00,100.18,0.72,D9,False,08003,Cafe/Restaurant,Street level,Regular,8,0.21394571136388527,0.06605428863611476,471.0494843579298
Vilar PLC,Combi,Zona Franca,2022-05-11 14:37:08,58.89,0.81,D9,False,08003,Cafe/Restaurant,Street level,Regular,9,0.06517722346912447,0.12482277653087548,277.9735380349342
Vilar PLC,Van,Zona Franca,2022-03-04 12:15:51,70.64,0.72,D9,False,08003,Cafe/Restaurant,Street level,Regular,11,0.1872041214830216,0.09279587851697843,473.68556466826567
Vilar PLC,Van,Baró de Viver,2022-03-03 19:14:02,28.34,0.49,D9,False,08003,Cafe/Restaurant,Street level,Regular,4,0.1303354717529015,0.3796645282470985,246.79970083732118
Vilar PLC,Van,Baró de Viver,2022-03-06 13:27:39,21.17,0.55,D9,False,08003,Cafe/Restaurant,Street level,Regular,3,0.37942099126106166,0.0705790087389383,208.66552588202003
Jover-Murcia,Truck,Baró de Viver,2022-03-03 16:36:14,9.42,0.76,D9,False,08021,Hotels,Street level,Regular,1,0.10504495713727176,0.13495504286272825,154.61977921366176
Jover-Murcia,Van,Zona Franca,2022-03-15 15:16:50,91.6,0.56,D9,False,08021,Hotels,Street level,Regular,9,0.2171841789933596,0.22281582100664035,449.20733304733335
Jover-Murcia,Van,Zona Franca,2022-04-21 18:43:13,6.09,0.73,D9,False,08021,Hotels,Street level,Regular,2,0.02783385506515225,0.24216614493484778,209.1861690273891
Jover-Murcia,Van,Baró de Viver,2022-04-04 14:13:16,75.82,0.83,D9,True,08021,Hotels,Street level,Regular,15,0.07747446922286506,0.09252553077713498,767.5202255696584
Alberola-Alcaraz,Van,Baró de Viver,2022-04-27 18:39:46,14.87,0.93,D9,False,08012,Coffee Retailers,Ground Floor,Key Account,3,0.057849353471026335,0.012150646528973616,334.2652861387088
Alberola-Alcaraz,Truck,Baró de Viver,2022-05-11 14:43:07,58.43,0.68,D9,False,08012,Coffee Retailers,Ground Floor,Key Account,11,0.24755247664882835,0.0724475233511716,554.1993149465999
Quero-Dueñas,Truck,Zona Franca,2022-04-16 15:09:41,49.87,0.58,D9,False,08904,Cafe/Restaurant,Street level,Regular,5,0.20211018589953256,0.21788981410046748,244.63645182632317
Morell Group,Van,Zona Franca,2022-02-04 19:36:26,109.96,0.88,D9,False,08019,Cafe/Restaurant,Street level,Regular,9,0.022328095710192602,0.09767190428980739,537.6008893899991
Morell Group,Van,Baró de Viver,2022-05-11 16:34:53,115.4,0.43,D9,False,08019,Cafe/Restaurant,Street level,Regular,22,0.48128575807541113,0.08871424192458893,916.3694504597269
"Llorens, Mayo and Gallardo",Van,Baró de Viver,2022-04-21 15:06:37,62.7,0.92,D9,False,08017,Cafe/Restaurant,Street level,Key Account,7,0.022084647051942078,0.057915352948057885,345.709533485045
"Llorens, Mayo and Gallardo",Van,Zona Franca,2022-01-27 15:43:34,24.4,0.95,D9,True,08017,Cafe/Restaurant,Street level,Key Account,3,0.03876432054420361,0.011235679455796434,313.73630045093006
Chamorro PLC,Van,Zona Franca,2022-04-23 13:19:33,101.99,0.95,D9,False,08031,Cafe/Restaurant,Street level,Regular,17,0.013851003727975493,0.03614899627202455,516.5407174945972
Ramos Inc,Van,Baró de Viver,2022-01-24 09:26:06,60.31,0.6,D9,False,08004,Hotels,Ground Floor,Regular,5,0.10615128502501717,0.2938487149749829,509.04330978905625
"Cózar, Armas and Zamora",Truck,Zona Franca,2022-02-23 15:48:10,16.46,0.45,D9,False,08035,Cafe/Restaurant,Street level,Regular,2,0.1769070368885709,0.37309296311142914,184.47987096235295
"Cózar, Armas and Zamora",Van,Zona Franca,2022-02-15 10:58:00,12.94,0.96,D9,False,08035,Cafe/Restaurant,Street level,Regular,1,0.013223742465932145,0.026776257534067892,239.67723389545276
"Real, Carranza and Marqués",Truck,Zona Franca,2022-05-09 17:38:34,57.97,0.65,D9,False,08015,Cafe/Restaurant,Street level,Regular,5,0.14279992480727488,0.2072000751927251,289.63371372750225
"Real, Carranza and Marqués",Combi,Zona Franca,2022-03-04 15:32:31,91.89,0.8,D9,True,08015,Cafe/Restaurant,Street level,Regular,9,0.12387618041838197,0.07612381958161799,536.9143972089817
"Real, Carranza and Marqués",Van,Baró de Viver,2022-05-07 16:45:29,112.72,0.88,D9,False,08015,Cafe/Restaurant,Street level,Regular,19,0.0822882682543946,0.037711731745605395,651.1308909647726
"Real, Carranza and Marqués",Truck,Baró de Viver,2022-01-31 17:47:39,17.56,0.61,D9,True,08015,Cafe/Restaurant,Street level,Regular,2,0.26720388173122805,0.12279611826877196,289.7050249316695
"Vilaplana, Pi and Egea",Van,Zona Franca,2022-04-08 14:47:05,70.02,0.71,D9,False,08014,Hotels,Ground Floor,Key Account,9,0.19786865938465345,0.09213134061534659,439.25020718926737
"Vilaplana, Pi and Egea",Combi,Baró de Viver,2022-01-12 10:01:04,39.03,0.58,D9,False,08014,Hotels,Ground Floor,Key Account,7,0.11534499024227911,0.3046550097577209,544.5946906013932
"Mariño, Sanz and Montserrat",Combi,Baró de Viver,2022-04-22 18:56:48,73.96,0.89,D9,False,08005,Cafe/Restaurant,Street level,Regular,6,0.0020774344951246556,0.10792256550487533,348.6726791168571
Viñas Group,Van,Baró de Viver,2022-01-07 08:30:56,66.96,0.96,D9,False,08032,Coffee Retailers,Street level,Key Account,7,0.02852225014099314,0.011477749859006896,431.4835741830897
Viñas Group,Van,Baró de Viver,2022-05-08 17:23:01,67.07,0.95,D9,False,08032,Coffee Retailers,Street level,Key Account,6,0.03636587781613649,0.013634122183863555,321.61977929607707
Viñas Group,Van,Zona Franca,2022-01-14 12:56:09,49.37,0.57,D9,False,08032,Coffee Retailers,Street level,Key Account,4,0.0768723778767581,0.35312762212324195,236.70052232552874
"Girón, Jordán and Hidalgo",Truck,Baró de Viver,2022-04-03 18:35:47,84.87,0.9,D9,False,08227,Hotels,Other,Regular,11,0.08386523094798475,0.016134769052015233,810.4968904078507
"Girón, Jordán and Hidalgo",Combi,Zona Franca,2022-04-02 17:38:32,117.5,0.4,D9,False,08227,Hotels,Other,Regular,20,0.3918112588480179,0.2081887411519821,1006.4432568108055
"Girón, Jordán and Hidalgo",Truck,Zona Franca,2022-04-15 11:28:26,44.9,0.95,D9,False,08227,Hotels,Other,Regular,6,0.010019861031840719,0.03998013896815933,411.37116777499784
Izquierdo-Castillo,Van,Zona Franca,2022-02-01 15:17:53,41.45,0.74,D9,True,08026,Cafe/Restaurant,Street level,Regular,4,0.16218818167278204,0.09781181832721797,342.45061028080625
Izquierdo-Castillo,Van,Baró de Viver,2022-03-03 13:59:37,20.91,0.85,D9,False,08026,Cafe/Restaurant,Street level,Regular,2,0.11159725143990024,0.038402748560099786,187.43937760711518
Izquierdo-Castillo,Combi,Zona Franca,2022-03-31 15:16:31,10.05,0.76,D9,False,08026,Cafe/Restaurant,Street level,Regular,2,0.18308313588123587,0.05691686411876412,159.83627544900006
Izquierdo-Castillo,Van,Baró de Viver,2022-03-06 17:21:30,34.88,0.86,D9,True,08026,Cafe/Restaurant,Street level,Regular,3,0.0895409648426077,0.05045903515739231,316.876718655928
"Verdú, Arcos and Pineda",Combi,Baró de Viver,2022-01-27 16:07:20,55.48,0.64,D9,False,08016,Cafe/Restaurant,Street level,Regular,7,0.3074582653240902,0.05254173467590978,323.6022966528622
"Verdú, Arcos and Pineda",Van,Baró de Viver,2022-01-29 10:02:33,73.6,0.74,D9,True,08016,Cafe/Restaurant,Street level,Regular,10,0.06989179046375718,0.19010820953624283,813.7571734591961
"Verdú, Arcos and Pineda",Van,Zona Franca,2022-05-21 20:32:15,116.07,0.97,D9,False,08016,Cafe/Restaurant,Street level,Regular,11,0.020734493231988595,0.009265506768011432,447.32802331234046
"Valera, Vazquez and Pozuelo",Van,Baró de Viver,2022-01-29 14:17:56,7.74,1.0,D9,False,08015,Cafe/Restaurant,Ground Floor,Regular,1,0.0,0.0,176.82023927741324
"Valera, Vazquez and Pozuelo",Combi,Zona Franca,2022-05-16 15:04:40,57.07,0.87,D9,False,08015,Cafe/Restaurant,Ground Floor,Regular,6,0.04723250922786293,0.08276749077213708,287.95595400527856
Perera-Bolaños,Van,Zona Franca,2022-01-28 08:13:09,27.58,0.9,D9,False,08013,Cafe/Restaurant,Street level,Regular,3,0.00692537137094583,0.09307462862905415,273.75444526453236
Roselló-Abril,Van,Zona Franca,2022-02-06 10:15:46,87.24,0.51,D9,False,08042,Hotels,Other,Regular,9,0.07940202094173489,0.4105979790582651,605.2567385844214
Roselló-Abril,Combi,Baró de Viver,2022-02-24 13:27:18,21.64,0.81,D9,True,08042,Hotels,Other,Regular,3,0.04584548444184562,0.14415451555815434,303.3302805265748
Roselló-Abril,Van,Baró de Viver,2022-02-12 16:22:34,46.9,0.42,D9,False,08042,Hotels,Other,Regular,5,0.014716876353239884,0.5652831236467601,343.52577977105307
Roselló-Abril,Van,Zona Franca,2022-05-20 17:43:15,49.39,0.98,D9,False,08042,Hotels,Other,Regular,5,0.012024926790740784,0.007975073209259234,434.3604910953685
Roselló-Abril,Combi,Zona Franca,2022-04-20 11:10:14,76.81,0.73,D9,False,08042,Hotels,Other,Regular,7,0.2091032484528389,0.06089675154716112,455.23701363993075
Roselló-Abril,Truck,Baró de Viver,2022-05-10 19:12:32,6.88,0.91,D9,False,08042,Hotels,Other,Regular,1,0.006536409218379713,0.08346359078162026,290.1987931808976
Roselló-Abril,Van,Zona Franca,2022-03-27 19:13:15,11.78,0.74,D9,False,08042,Hotels,Other,Regular,2,0.06859219951396592,0.1914078004860341,305.83923399653366
Roselló-Abril,Combi,Baró de Viver,2022-04-24 10:29:03,81.14,0.42,D9,False,08042,Hotels,Other,Regular,9,0.14292644577675356,0.4370735542232465,602.8717422640401
Almagro and Sons,Van,Baró de Viver,2022-02-25 17:56:03,85.92,0.69,D9,False,08750,Cafe/Restaurant,Street level,Key Account,8,0.055636395483762,0.2543636045162381,374.20836841668006
Almagro and Sons,Combi,Zona Franca,2022-02-25 08:36:00,21.85,0.84,D9,False,08750,Cafe/Restaurant,Street level,Key Account,5,0.09188034102274133,0.0681196589772587,349.07401629989016
"Reina, Mateos and Cornejo",Truck,Baró de Viver,2022-04-19 17:51:18,90.35,0.92,D9,False,08040,Cafe/Restaurant,Street level,Key Account,18,0.003057701226163248,0.07694229877383671,1042.3322098312365
"Reina, Mateos and Cornejo",Truck,Baró de Viver,2022-03-08 20:43:56,36.98,0.8,D9,False,08040,Cafe/Restaurant,Street level,Key Account,5,0.05212646060392866,0.14787353939607129,231.14517758572853
"Reina, Mateos and Cornejo",Van,Zona Franca,2022-01-04 16:44:37,44.18,0.54,D9,False,08040,Cafe/Restaurant,Street level,Key Account,4,0.14685651408222206,0.3131434859177779,217.60807679194102
"Reina, Mateos and Cornejo",Truck,Baró de Viver,2022-02-11 13:04:33,104.61,0.72,D9,False,08040,Cafe/Restaurant,Street level,Key Account,20,0.1039621162690473,0.17603788373095272,481.69914395876424
"Reina, Mateos and Cornejo",Van,Zona Franca,2022-05-18 13:39:22,80.66,0.61,D9,False,08040,Cafe/Restaurant,Street level,Key Account,14,0.03342137279277131,0.3565786272072287,558.8460747566813
"Reina, Mateos and Cornejo",Truck,Baró de Viver,2022-02-05 18:08:04,20.59,0.55,D9,False,08040,Cafe/Restaurant,Street level,Key Account,4,0.1543000002263851,0.29569999977361483,281.8456007906366
"Quesada, Lucena and Alfaro",Van,Baró de Viver,2022-02-23 18:22:52,54.09,0.53,D9,False,08075,Cafe/Restaurant,Other,Key Account,8,0.20568596829014618,0.2643140317098538,554.1201577743516
"Quesada, Lucena and Alfaro",Combi,Zona Franca,2022-02-01 19:24:03,81.67,0.88,D9,False,08075,Cafe/Restaurant,Other,Key Account,7,0.05942621360897381,0.06057378639102619,498.5914639694319
"Quesada, Lucena and Alfaro",Van,Baró de Viver,2022-03-04 11:30:22,43.82,0.42,D9,False,08075,Cafe/Restaurant,Other,Key Account,4,0.16182550815147087,0.4181744918485292,352.3163041677884
Arellano PLC,Truck,Baró de Viver,2022-04-03 17:20:36,14.48,0.95,D9,False,08029,Cafe/Restaurant,Street level,Regular,2,0.04062723799471296,0.009372762005287083,223.1540375601154
Arellano PLC,Combi,Baró de Viver,2022-01-05 10:48:15,86.33,0.48,D9,False,08029,Cafe/Restaurant,Street level,Regular,14,0.001340759616712135,0.5186592403832879,719.7335948780179
"Guerra, Quiroga and Vilaplana",Van,Baró de Viver,2022-02-20 12:37:43,21.87,0.85,D9,False,08008,Cafe/Restaurant,Street level,Key Account,3,0.04924819182297723,0.10075180817702278,186.4115356649213
"Falcó, Mateos and Luz",Van,Zona Franca,2022-03-27 13:06:38,91.83,0.83,D9,False,08025,Coffee Retailers,Street level,Regular,7,0.12548547154491171,0.044514528455088326,300.05844728602847
"Falcó, Mateos and Luz",Van,Baró de Viver,2022-01-18 17:42:25,19.26,0.41,D9,False,08025,Coffee Retailers,Street level,Regular,2,0.5512011553873467,0.03879884461265337,220.57213188097876
"Falcó, Mateos and Luz",Combi,Baró de Viver,2022-02-27 09:42:51,26.13,0.92,D9,True,08025,Coffee Retailers,Street level,Regular,5,0.02615093277940503,0.05384906722059493,556.815729657131
Esteban LLC,Truck,Baró de Viver,2022-05-03 11:18:00,62.38,0.55,D9,False,08031,Cafe/Restaurant,Street level,Key Account,5,0.38755967820927406,0.062440321790725895,276.2518751062444
Esteban LLC,Van,Baró de Viver,2022-04-03 16:04:15,72.11,0.94,D9,True,08031,Cafe/Restaurant,Street level,Key Account,6,0.03607539405449756,0.02392460594550249,426.0413996813684
Esteban LLC,Van,Zona Franca,2022-04-04 19:06:18,29.52,0.85,D9,True,08031,Cafe/Restaurant,Street level,Key Account,6,0.1262111629609632,0.02378883703903681,468.023598115518
Santamaría Inc,Van,Zona Franca,2022-04-22 15:30:20,24.65,0.6,D9,True,08017,Hotels,Street level,Key Account,3,0.3533289666657977,0.046671033334202305,238.78359327157114
"Porta, Marti and Varela",Van,Zona Franca,2022-03-12 14:16:27,51.56,1.0,D9,False,08006,Cafe/Restaurant,Street level,Regular,4,0.0,0.0,228.35830367825636
"Porta, Marti and Varela",Combi,Zona Franca,2022-04-03 13:48:19,87.37,0.43,D9,False,08006,Cafe/Restaurant,Street level,Regular,12,0.5021877002609287,0.06781229973907132,475.54685482903716
Belmonte-Leal,Van,Zona Franca,2022-02-07 09:42:58,88.04,0.8,D9,False,08009,Cafe/Restaurant,Street level,Key Account,10,0.014264384153013206,0.18573561584698675,623.007974207639
Belmonte-Leal,Van,Zona Franca,2022-02-07 18:02:37,12.37,0.67,D9,False,08009,Cafe/Restaurant,Street level,Key Account,2,0.31415655082162547,0.01584344917837449,212.7116956174371
Belmonte-Leal,Van,Baró de Viver,2022-03-02 08:31:50,21.44,0.6,D9,False,08009,Cafe/Restaurant,Street level,Key Account,3,0.30655258854525946,0.09344741145474056,277.20392555367266
Gutierrez-Torrijos,Van,Zona Franca,2022-04-30 14:12:01,115.11,0.77,D9,False,08012,Cafe/Restaurant,Street level,Regular,15,0.21172331801330202,0.018276681986697962,601.9216877498025
Gutierrez-Torrijos,Van,Zona Franca,2022-02-11 08:19:13,107.8,0.78,D9,False,08012,Cafe/Restaurant,Street level,Regular,9,0.20303140799276498,0.016968592007234995,603.215059987886
Gutierrez-Torrijos,Truck,Baró de Viver,2022-04-05 13:15:28,57.15,0.78,D9,False,08012,Cafe/Restaurant,Street level,Regular,7,0.0034970804594586496,0.21650291954054132,339.98656921029885
Verdú Ltd,Combi,Zona Franca,2022-01-05 10:27:37,103.17,0.96,D9,False,08012,Cafe/Restaurant,Street level,Regular,10,0.0026632153518968394,0.037336784648103194,631.6188208919868
Osuna-Segovia,Combi,Baró de Viver,2022-02-01 09:10:48,105.84,0.7,D9,True,08017,Coffee Retailers,Street level,Regular,9,0.11366381777947335,0.1863361822205267,716.9317110452029
Osuna-Segovia,Truck,Baró de Viver,2022-02-12 13:32:28,11.87,0.45,D9,False,08017,Coffee Retailers,Street level,Regular,2,0.5181263990378625,0.03187360096213754,190.99527498361368
"Galiano, Meléndez and Flor",Van,Baró de Viver,2022-01-07 12:57:48,12.72,0.45,D9,False,08980,Cafe/Restaurant,Ground Floor,Regular,1,0.39300592958438746,0.15699407041561259,174.20226323370375
"Galiano, Meléndez and Flor",Van,Zona Franca,2022-04-14 08:28:43,57.93,0.85,D9,True,08980,Cafe/Restaurant,Ground Floor,Regular,5,0.06307654241955983,0.08692345758044019,541.2407396375334
"Galiano, Meléndez and Flor",Combi,Zona Franca,2022-05-05 09:15:06,63.57,0.94,D9,False,08980,Cafe/Restaurant,Ground Floor,Regular,6,0.03350496571577901,0.026495034284221043,445.64549634908417
"Galiano, Meléndez and Flor",Van,Baró de Viver,2022-02-19 13:42:26,118.49,0.51,D9,False,08980,Cafe/Restaurant,Ground Floor,Regular,11,0.38346626698179276,0.10653373301820723,504.2345845995785
Bayona-Benavides,Van,Zona Franca,2022-01-22 10:24:15,38.02,0.87,D9,False,08029,Coffee Retailers,Street level,Regular,3,0.05390489407991648,0.07609510592008353,282.02458175747813
Bayona-Benavides,Van,Baró de Viver,2022-04-04 17:55:06,30.75,0.77,D9,False,08029,Coffee Retailers,Street level,Regular,3,0.09139631581374065,0.13860368418625935,207.43318041245868
Bayona-Benavides,Truck,Zona Franca,2022-02-15 15:47:21,78.44,0.97,D9,False,08029,Coffee Retailers,Street level,Regular,11,0.02364141963921841,0.0063585803607816155,370.1442269409788
Bayona-Benavides,Van,Baró de Viver,2022-02-24 09:16:46,25.75,0.82,D9,False,08029,Coffee Retailers,Street level,Regular,2,0.004295120432247795,0.17570487956775224,248.34240780030348
Bayona-Benavides,Truck,Baró de Viver,2022-04-09 14:51:25,98.78,0.48,D9,False,08029,Coffee Retailers,Street level,Regular,16,0.05019229848016551,0.46980770151983453,678.8024216635619
Oliver Inc,Van,Zona Franca,2022-03-31 10:27:59,7.89,0.64,D9,False,08035,Coffee Retailers,Street level,Regular,2,0.16029604389342253,0.19970395610657746,254.66711603704056
Oliver Inc,Van,Zona Franca,2022-04-12 18:53:45,65.59,0.72,D9,False,08035,Coffee Retailers,Street level,Regular,7,0.11376529964545495,0.16623470035454507,398.9225573447425
Oliver Inc,Combi,Zona Franca,2022-02-02 15:25:41,104.38,0.65,D9,False,08035,Coffee Retailers,Street level,Regular,15,0.10840104251000376,0.2415989574899962,419.60759152019443
Serna and Sons,Combi,Baró de Viver,2022-03-13 12:51:21,46.6,0.67,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,4,0.31225878498294113,0.01774121501705883,299.648882932359
Serna and Sons,Van,Baró de Viver,2022-01-27 15:20:09,64.47,0.47,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,13,0.08261339204274998,0.44738660795725005,523.9027140598091
Coll-Aranda,Van,Baró de Viver,2022-05-08 20:04:55,79.14,0.92,D9,False,08001,Hotels,Street level,Regular,7,0.013779288064752723,0.06622071193524724,278.99453584626104
Coll-Aranda,Van,Baró de Viver,2022-03-28 13:46:42,44.17,0.72,D9,False,08001,Hotels,Street level,Regular,5,0.2338148054519829,0.04618519454801712,258.13326048935266
Coll-Aranda,Van,Baró de Viver,2022-03-16 16:37:54,24.38,0.57,D9,False,08001,Hotels,Street level,Regular,3,0.06678047145606532,0.36321952854393474,204.68006419463086
Coll-Aranda,Van,Baró de Viver,2022-05-07 13:53:10,49.75,0.45,D9,False,08001,Hotels,Street level,Regular,6,0.06497530934148694,0.4850246906585131,351.2030652738558
"Anglada, Prat and Montesinos",Van,Baró de Viver,2022-01-31 09:52:20,68.71,0.89,D9,False,08024,Cafe/Restaurant,Street level,Regular,11,0.007986639038676763,0.10201336096132323,788.3484974194275
"Anglada, Prat and Montesinos",Truck,Baró de Viver,2022-05-15 13:42:16,106.62,0.58,D9,False,08024,Cafe/Restaurant,Street level,Regular,11,0.334048264122489,0.08595173587751104,418.4587470752165
"Anglada, Prat and Montesinos",Van,Baró de Viver,2022-05-03 14:18:23,76.96,0.71,D9,False,08024,Cafe/Restaurant,Street level,Regular,8,0.018925686434595367,0.2710743135654047,329.65186735372026
"Montero, Sandoval and Posada",Van,Zona Franca,2022-03-08 17:28:13,15.96,0.98,D9,False,08030,Cafe/Restaurant,Street level,Regular,2,0.015151608759736868,0.00484839124026315,211.3891917353845
Elorza PLC,Combi,Zona Franca,2022-01-08 12:15:13,8.84,0.57,D9,False,08011,Cafe/Restaurant,Street level,Regular,2,0.3192684748972964,0.11073152510270368,160.25115214106296
Elorza PLC,Van,Baró de Viver,2022-03-04 12:53:52,83.0,0.82,D9,False,08011,Cafe/Restaurant,Street level,Regular,14,0.14368797685016788,0.03631202314983217,494.1847882855435
Elorza PLC,Van,Baró de Viver,2022-01-09 20:12:42,102.42,0.99,D9,False,08011,Cafe/Restaurant,Street level,Regular,12,0.0009550304270610618,0.009044969572938946,406.43065684072985
Elorza PLC,Van,Baró de Viver,2022-02-23 18:16:08,30.39,0.78,D9,False,08011,Cafe/Restaurant,Street level,Regular,7,0.08100550611662351,0.13899449388337648,389.0611036315046
Andres-Álamo,Van,Baró de Viver,2022-02-27 10:26:40,116.29,0.84,D9,False,08005,Cafe/Restaurant,Street level,Regular,13,0.05167896682237104,0.10832103317762899,597.206103523057
Andres-Álamo,Combi,Zona Franca,2022-03-26 15:21:25,56.05,0.99,D9,False,08005,Cafe/Restaurant,Street level,Regular,9,0.0009156597179645339,0.009084340282035475,301.60740873466517
Elías PLC,Combi,Baró de Viver,2022-01-15 18:39:51,105.4,0.5,D9,False,08007,Cafe/Restaurant,Street level,Regular,9,0.27879503057757865,0.22120496942242135,589.1775076306662
Elías PLC,Van,Baró de Viver,2022-04-30 15:56:23,44.7,0.8,D9,False,08007,Cafe/Restaurant,Street level,Regular,8,0.0002886937500535813,0.19971130624994637,341.5563605860932
Elías PLC,Truck,Baró de Viver,2022-03-16 19:41:09,94.66,0.64,D9,False,08007,Cafe/Restaurant,Street level,Regular,12,0.18259450202233288,0.1774054979776671,788.8234367288627
"Palacios, Álvaro and Morales",Van,Baró de Viver,2022-01-08 15:36:14,49.51,0.44,D9,False,08037,Hotels,Ground Floor,Regular,4,0.2154174837399701,0.34458251626002995,272.38169556193174
"Riera, Alfonso and Barrios",Combi,Baró de Viver,2022-03-24 15:39:28,14.11,0.4,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,2,0.1813826362637878,0.41861736373621217,208.87720492958715
"Riera, Alfonso and Barrios",Van,Zona Franca,2022-01-14 10:20:06,39.91,0.58,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,4,0.05741402041048052,0.36258597958951955,411.1447217784672
"Riera, Alfonso and Barrios",Combi,Baró de Viver,2022-04-04 10:10:04,77.38,0.58,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,6,0.09017147012779123,0.3298285298722088,558.0724978441744
"Riera, Alfonso and Barrios",Combi,Zona Franca,2022-01-07 16:27:47,107.25,0.62,D9,False,08038,Cafe/Restaurant,Ground Floor,Regular,12,0.3364596348877349,0.04354036511226511,608.1601574421363
